"item_id","cate_id"
"535319","1_6"
"510954","1_6"
"550068","1_6"
"550069","1_1"
"550066","1_23"
"550067","1_5"
"550064","1_6"
"550062","1_2"
"550063","1_11"
"550060","1_6"
"509018","1_2"
"205053","3_6"
"513562","1_6"
"509011","1_3"
"509010","1_27"
"509013","1_27"
"509014","1_23"
"509016","1_6"
"482939","1_3"
"469125","3_1"
"567795","1_11"
"482933","1_11"
"482934","1_11"
"482935","1_9"
"482936","1_6"
"482937","1_23"
"454542","1_8"
"562895","3_6"
"514504","1_11"
"562891","1_6"
"431799","1_3"
"520344","1_3"
"520345","1_2"
"520346","3_6"
"520347","3_1"
"520340","1_5"
"520342","1_9"
"520343","1_3"
"520348","3_7"
"523921","1_7"
"523922","3_1"
"523925","3_2"
"523927","1_4"
"523926","1_6"
"523928","1_4"
"441177","1_6"
"429151","1_6"
"441170","1_3"
"488393","1_3"
"537424","1_2"
"216237","1_2"
"472908","1_2"
"495538","1_23"
"376237","1_6"
"555115","3_6"
"473052","1_18"
"537427","1_3"
"325702","1_1"
"550319","1_6"
"473058","1_5"
"489230","1_2"
"417335","3_2"
"555114","1_12"
"557026","1_27"
"417337","3_2"
"460907","1_2"
"402942","1_6"
"480794","1_15"
"480795","1_3"
"480793","1_17"
"480791","1_2"
"495417","1_18"
"534075","3_6"
"437150","1_8"
"460900","1_2"
"542043","1_6"
"460903","1_2"
"490684","1_11"
"510190","1_14"
"553009","3_2"
"553008","1_5"
"521436","1_5"
"551891","1_5"
"551892","1_17"
"521432","1_4"
"553001","3_2"
"514830","1_11"
"403265","1_1"
"514832","1_1"
"551898","1_5"
"553004","1_13"
"553007","3_2"
"514836","1_7"
"481773","1_6"
"460400","1_15"
"456948","1_23"
"508869","1_2"
"508868","1_6"
"508864","1_8"
"242182","3_2"
"508860","1_23"
"425413","1_11"
"480426","1_13"
"539718","1_11"
"504250","1_3"
"555111","3_6"
"485617","1_12"
"483685","1_5"
"483680","1_14"
"442959","1_3"
"552077","1_6"
"474435","1_3"
"552076","1_6"
"502205","1_9"
"470500","1_5"
"470504","1_17"
"549257","1_9"
"525438","1_3"
"549255","1_15"
"549254","1_6"
"528612","1_6"
"549252","1_2"
"549250","1_15"
"525430","1_5"
"525433","1_6"
"525432","1_6"
"525434","1_1"
"549259","1_2"
"549258","1_9"
"552294","1_6"
"552293","3_15"
"526371","1_12"
"441537","1_1"
"264155","1_3"
"517566","1_18"
"517567","1_13"
"552355","1_6"
"552352","1_11"
"552353","1_6"
"552350","1_6"
"552290","1_2"
"552358","1_1"
"517569","1_16"
"512979","1_4"
"552079","1_8"
"511097","1_6"
"315869","3_2"
"425451","1_12"
"512973","1_3"
"434711","1_1"
"434713","1_1"
"482158","1_13"
"482159","1_5"
"492478","1_2"
"492479","1_15"
"475115","1_5"
"460967","1_1"
"225084","3_1"
"482150","1_3"
"482157","1_11"
"482154","1_3"
"559367","1_13"
"557809","1_6"
"557808","1_18"
"550859","1_14"
"550858","1_9"
"557805","1_6"
"550856","1_6"
"550855","1_23"
"550853","1_1"
"557800","1_6"
"279187","3_6"
"550850","1_2"
"526166","1_14"
"526167","1_2"
"526164","1_6"
"526165","1_2"
"503888","3_23"
"503889","3_2"
"526160","1_6"
"515617","1_9"
"503885","1_12"
"503886","1_11"
"475113","1_6"
"503883","3_6"
"523103","1_8"
"523102","1_10"
"523107","1_6"
"523106","1_6"
"523104","1_1"
"523108","1_5"
"510221","1_11"
"441560","1_17"
"475118","1_11"
"360255","1_14"
"224682","3_1"
"562949","3_6"
"555119","1_6"
"554456","1_3"
"500281","1_5"
"485688","1_2"
"518437","1_5"
"435441","3_6"
"485683","1_9"
"485682","1_3"
"485681","1_3"
"485687","1_9"
"485686","1_2"
"485684","1_2"
"154674","3_1"
"486484","1_12"
"486485","1_23"
"486486","1_12"
"477560","1_2"
"493709","1_9"
"455993","1_5"
"537503","1_6"
"493705","1_6"
"498132","1_15"
"498130","1_6"
"493701","1_5"
"537500","1_11"
"455998","1_4"
"491417","1_19"
"424926","1_2"
"491414","1_2"
"491413","1_8"
"537506","1_6"
"499663","1_3"
"499665","1_15"
"499666","1_11"
"491418","1_17"
"551077","1_8"
"551074","1_3"
"551072","1_8"
"551073","1_3"
"551079","1_1"
"518332","1_11"
"518333","1_5"
"488303","1_3"
"488302","1_3"
"438719","1_17"
"518337","1_2"
"524456","1_1"
"518335","1_13"
"489434","1_6"
"438714","1_17"
"518338","1_12"
"518339","1_9"
"438711","1_17"
"546777","1_3"
"510101","1_1"
"556865","1_7"
"556866","1_23"
"556867","1_6"
"510105","1_4"
"510104","1_12"
"556862","1_3"
"510106","1_6"
"510108","1_9"
"556868","1_6"
"556869","1_17"
"514480","1_13"
"559514","1_2"
"559517","1_5"
"559516","1_5"
"559510","1_5"
"514486","1_13"
"559512","1_5"
"514489","1_13"
"513452","1_4"
"513453","1_1"
"513451","1_3"
"566349","1_17"
"554598","1_6"
"554599","1_2"
"554596","3_6"
"554597","1_10"
"554594","1_15"
"554595","1_3"
"554593","1_2"
"554590","1_1"
"532732","1_6"
"518488","1_12"
"500560","3_20"
"518484","1_23"
"518485","1_9"
"547565","1_1"
"500561","1_4"
"547563","1_17"
"518481","1_23"
"518483","1_23"
"513296","1_18"
"532731","1_6"
"515689","1_7"
"563014","1_1"
"515685","1_9"
"515684","1_3"
"515681","1_15"
"515680","1_12"
"515683","1_9"
"515682","1_3"
"514159","1_17"
"543828","1_6"
"514152","1_11"
"514153","1_11"
"543829","1_6"
"514157","1_6"
"563010","1_6"
"543826","1_6"
"237613","1_12"
"563013","1_3"
"482272","1_5"
"482271","1_6"
"501629","1_12"
"501620","1_2"
"501627","1_4"
"548667","1_2"
"506936","1_19"
"482274","1_5"
"494168","1_1"
"506939","1_17"
"363619","1_14"
"421839","1_12"
"544144","1_11"
"544145","1_6"
"544146","1_6"
"544147","1_13"
"544140","1_12"
"529737","3_2"
"459422","1_17"
"459423","1_9"
"459421","1_5"
"459425","1_18"
"415527","1_2"
"557029","1_2"
"415520","1_2"
"495413","1_12"
"490424","1_2"
"490427","1_13"
"397923","1_6"
"460901","1_12"
"490420","1_3"
"490423","1_2"
"257700","1_3"
"523482","1_10"
"523483","1_18"
"523480","1_18"
"523481","1_10"
"523488","1_6"
"523489","1_18"
"475405","1_2"
"478379","1_9"
"532848","1_6"
"512418","1_8"
"548646","1_11"
"417969","1_8"
"532841","1_6"
"532843","3_6"
"512415","1_15"
"512414","1_23"
"532847","1_11"
"465995","1_11"
"539748","1_15"
"539749","1_1"
"548643","1_3"
"539741","1_15"
"539746","1_6"
"539747","1_5"
"538297","1_3"
"538295","1_1"
"538294","1_2"
"538292","1_11"
"538291","1_3"
"548640","1_3"
"524682","1_3"
"538298","1_12"
"532590","1_23"
"532596","1_6"
"532598","3_1"
"532599","1_15"
"478582","1_11"
"531820","3_2"
"545239","1_2"
"548649","1_11"
"548648","1_4"
"548647","1_6"
"545234","1_18"
"548645","1_3"
"548644","1_3"
"545231","1_6"
"548642","1_9"
"548641","1_2"
"545232","1_8"
"399739","1_1"
"541926","1_3"
"541920","1_6"
"541923","1_9"
"541922","1_15"
"543696","1_6"
"417385","1_12"
"469198","1_18"
"417387","1_12"
"417386","1_12"
"417382","1_12"
"540343","1_11"
"540340","1_6"
"540341","1_6"
"469195","1_8"
"540347","1_5"
"540344","1_6"
"469196","1_8"
"541697","1_6"
"507719","1_11"
"541693","1_8"
"541692","1_6"
"541691","1_17"
"541690","1_6"
"414727","1_12"
"414725","1_12"
"507715","3_9"
"541699","1_23"
"507717","1_2"
"503417","1_14"
"503416","1_1"
"463766","1_2"
"280696","1_5"
"463760","1_9"
"463762","1_5"
"503419","1_14"
"554834","1_17"
"554836","1_15"
"534275","1_14"
"554833","1_19"
"554838","1_3"
"461699","3_1"
"461697","1_17"
"487303","1_9"
"461693","1_3"
"488798","1_2"
"354797","3_6"
"276910","1_6"
"498894","1_11"
"498897","1_23"
"498890","1_6"
"498891","1_23"
"549234","1_6"
"533074","1_6"
"497978","1_11"
"383207","1_3"
"523720","1_11"
"464112","1_14"
"368175","1_2"
"491156","1_27"
"540348","1_17"
"534276","1_10"
"542275","1_6"
"542276","1_18"
"542277","1_1"
"542270","1_11"
"565979","1_13"
"542272","1_11"
"565974","1_6"
"565975","1_23"
"565976","1_6"
"565977","1_23"
"542278","1_2"
"565971","1_3"
"565972","1_3"
"565973","1_23"
"548742","1_1"
"484564","1_1"
"357686","1_1"
"505712","1_16"
"505713","1_6"
"462417","1_2"
"484566","1_12"
"492131","1_2"
"469445","1_11"
"505715","1_15"
"469449","1_6"
"545508","1_3"
"492138","1_2"
"468310","1_12"
"498271","1_23"
"498272","1_11"
"469192","1_18"
"498274","1_2"
"468315","1_12"
"468316","1_12"
"498278","1_6"
"468319","1_12"
"534270","1_6"
"565098","1_1"
"460129","1_3"
"460128","1_17"
"460127","1_5"
"460122","1_6"
"558737","1_6"
"516636","1_1"
"508429","1_2"
"338496","1_3"
"537209","1_19"
"508426","1_3"
"558738","1_8"
"457109","1_23"
"194060","1_6"
"558739","1_14"
"516552","1_3"
"321344","1_2"
"409692","1_9"
"473211","1_5"
"473210","1_2"
"566409","1_11"
"535022","1_17"
"473217","1_6"
"515730","1_8"
"566405","1_6"
"566404","1_1"
"566407","1_12"
"566401","1_5"
"458293","1_17"
"458290","1_15"
"555749","1_2"
"532039","3_2"
"545593","1_6"
"500530","1_2"
"459621","1_9"
"545598","3_2"
"532030","1_23"
"532033","3_2"
"532032","1_6"
"532035","3_1"
"532036","1_1"
"537770","1_11"
"475329","1_3"
"475328","1_2"
"478538","1_11"
"543547","1_18"
"475323","1_12"
"537778","1_2"
"475321","1_27"
"478536","1_17"
"265307","1_6"
"475326","1_3"
"475324","1_6"
"475690","1_8"
"466408","1_1"
"493272","1_6"
"416811","1_1"
"466400","1_11"
"466233","1_3"
"466404","1_27"
"510527","1_15"
"553157","3_2"
"426846","1_6"
"426843","1_23"
"537208","1_6"
"510526","1_6"
"391772","1_2"
"464923","1_4"
"443778","1_2"
"487539","1_11"
"464920","1_4"
"464926","1_4"
"464925","1_4"
"487533","1_15"
"487532","1_6"
"487531","1_27"
"487537","1_23"
"443777","1_13"
"487534","1_17"
"564317","1_1"
"564316","1_3"
"457103","1_1"
"564314","1_27"
"564313","1_27"
"564312","1_23"
"564311","1_1"
"485804","1_3"
"470746","1_17"
"545121","1_13"
"514064","1_23"
"470740","1_17"
"564318","1_2"
"562412","1_1"
"555979","1_3"
"555978","1_6"
"198224","3_3"
"562417","1_6"
"447258","1_5"
"447259","1_5"
"516763","1_27"
"555972","1_2"
"516761","1_12"
"555970","1_11"
"555977","1_17"
"555976","1_17"
"555975","1_27"
"516764","1_12"
"533850","1_6"
"521736","1_8"
"533855","1_6"
"521734","1_6"
"521735","3_2"
"536826","1_1"
"521738","1_2"
"521739","1_6"
"536822","1_10"
"472675","1_11"
"197083","3_6"
"529500","1_6"
"529503","1_9"
"567461","1_13"
"567462","1_3"
"529508","1_2"
"459543","1_5"
"567468","1_13"
"567469","1_6"
"480042","1_3"
"526753","1_1"
"534088","3_6"
"473827","1_4"
"534086","1_3"
"534087","3_6"
"470292","1_3"
"470293","1_11"
"477247","1_14"
"470296","1_6"
"534081","1_6"
"479375","1_11"
"472581","1_5"
"375796","1_5"
"565198","1_6"
"565199","1_3"
"565196","3_2"
"487911","1_6"
"471163","1_12"
"565195","3_8"
"565192","1_3"
"471164","1_13"
"471167","1_3"
"474531","1_3"
"474530","1_13"
"474533","1_15"
"474535","1_13"
"530500","1_8"
"474539","1_5"
"524663","1_16"
"521086","1_8"
"521087","1_11"
"521081","1_11"
"530509","1_6"
"524662","1_1"
"430811","3_6"
"495350","1_14"
"495356","1_3"
"495357","1_12"
"341164","3_6"
"492324","1_15"
"370671","1_6"
"370670","1_6"
"524669","1_1"
"343624","3_6"
"511230","1_11"
"511231","1_15"
"524668","1_6"
"473988","1_3"
"442562","1_6"
"473980","1_17"
"473985","1_11"
"473986","1_17"
"560115","1_6"
"560114","1_6"
"560116","1_17"
"560113","1_1"
"560119","1_11"
"483532","1_2"
"361615","3_2"
"442564","1_17"
"457029","1_5"
"552740","1_2"
"552743","1_5"
"552742","1_9"
"552745","1_11"
"552747","1_13"
"552746","1_3"
"552749","1_5"
"482011","1_5"
"456330","1_17"
"446615","1_8"
"456336","1_23"
"535849","1_8"
"535848","1_18"
"475668","1_6"
"475669","1_8"
"527363","1_10"
"527361","1_6"
"535842","1_13"
"535845","1_6"
"535844","1_3"
"535847","1_23"
"527364","1_1"
"501197","1_9"
"538532","1_9"
"525292","1_14"
"561992","1_15"
"561991","3_2"
"561996","1_15"
"561997","1_17"
"561994","1_17"
"561995","1_5"
"561999","1_5"
"508245","1_6"
"538530","1_11"
"483946","1_23"
"547236","1_18"
"483940","1_11"
"483941","1_6"
"369228","1_3"
"538108","1_2"
"488298","1_15"
"518472","1_23"
"551509","1_3"
"551506","1_17"
"551507","1_6"
"551504","1_1"
"551505","1_14"
"551502","1_6"
"551500","1_4"
"551501","1_5"
"558628","1_14"
"558629","1_10"
"555219","3_6"
"558624","1_6"
"558625","1_6"
"558626","1_3"
"558627","1_2"
"555212","1_23"
"558621","1_3"
"558622","1_15"
"555211","1_15"
"550459","1_11"
"550452","1_11"
"443523","1_3"
"515447","1_6"
"515445","1_15"
"550454","1_6"
"553908","1_6"
"514319","1_6"
"208286","1_1"
"553900","1_19"
"553901","1_11"
"553904","1_2"
"514315","1_6"
"553907","1_1"
"481095","1_3"
"446571","1_17"
"481098","1_3"
"477127","1_3"
"442619","1_6"
"500738","1_3"
"442617","1_23"
"442612","1_23"
"567742","1_3"
"504180","1_6"
"536017","1_11"
"524335","1_1"
"536015","1_6"
"536013","1_6"
"536011","1_6"
"524334","1_3"
"477120","1_1"
"160627","1_12"
"567748","1_15"
"524042","1_1"
"524041","3_2"
"524047","3_2"
"524046","1_9"
"524044","3_6"
"495486","1_3"
"152776","3_6"
"455513","1_3"
"455517","3_20"
"524598","1_3"
"321565","1_3"
"455518","1_3"
"321560","1_3"
"520094","1_5"
"481636","1_3"
"512256","1_5"
"512255","1_17"
"481632","1_11"
"512252","1_14"
"481630","1_3"
"512250","1_9"
"481638","1_2"
"481639","1_1"
"490615","1_6"
"526845","1_8"
"390310","1_3"
"480322","1_23"
"480326","1_17"
"480325","1_3"
"480329","1_15"
"480328","1_5"
"514872","1_12"
"504467","1_14"
"473155","1_23"
"473152","1_2"
"473153","1_12"
"473150","1_3"
"534362","1_3"
"460999","1_6"
"473158","1_9"
"542271","1_9"
"559991","1_23"
"559990","1_1"
"559993","1_3"
"559992","1_14"
"559995","1_1"
"517156","1_6"
"559997","1_6"
"559996","1_11"
"559998","1_1"
"517159","1_6"
"557109","1_4"
"557104","1_12"
"557105","1_6"
"557106","1_13"
"557107","1_27"
"557100","1_17"
"557101","1_6"
"557102","1_6"
"557103","1_17"
"180830","1_8"
"420498","3_6"
"433920","3_2"
"491617","3_6"
"123185","1_1"
"548334","1_6"
"548333","1_2"
"548331","1_8"
"524950","1_10"
"524957","1_12"
"548338","1_1"
"437347","1_3"
"390358","1_8"
"483166","1_3"
"483167","1_2"
"511022","1_15"
"487671","1_8"
"487672","1_10"
"520092","1_6"
"487675","1_5"
"487676","1_5"
"487677","1_17"
"544672","1_11"
"461458","1_18"
"461459","1_18"
"461457","1_9"
"461450","1_18"
"522323","3_6"
"461453","1_18"
"457800","1_9"
"465523","1_3"
"462415","1_13"
"207733","1_6"
"556278","1_23"
"492134","1_6"
"556275","1_1"
"556277","1_15"
"556276","1_12"
"556271","1_27"
"492137","1_13"
"556273","1_23"
"488055","3_2"
"533530","1_11"
"525606","1_6"
"504460","1_6"
"525604","1_2"
"525602","1_2"
"525601","1_9"
"533846","1_19"
"462412","1_2"
"393033","1_1"
"525608","1_13"
"525609","1_15"
"486071","1_11"
"486070","1_6"
"522461","1_13"
"522460","3_2"
"522467","1_2"
"452354","1_13"
"522465","3_6"
"452356","1_13"
"486079","1_2"
"452358","1_13"
"522469","1_10"
"552205","1_9"
"526551","1_6"
"526550","1_5"
"239493","1_11"
"517616","1_16"
"526554","1_6"
"526559","1_2"
"454276","1_12"
"482733","1_23"
"304756","1_5"
"468311","1_12"
"498072","1_23"
"498073","1_11"
"498071","1_15"
"454277","1_12"
"425959","1_15"
"439771","1_6"
"490245","1_6"
"468314","1_12"
"460327","1_5"
"490240","1_4"
"490242","1_17"
"501016","1_2"
"540802","1_14"
"498279","1_11"
"566201","1_6"
"486690","1_23"
"493573","1_2"
"240510","1_5"
"493571","1_2"
"486699","1_9"
"493577","1_6"
"563391","1_12"
"292857","1_1"
"523730","1_2"
"523731","1_6"
"523733","1_14"
"523734","1_10"
"468518","1_13"
"523736","3_8"
"523737","1_1"
"523738","1_23"
"485527","1_9"
"485524","1_3"
"458050","1_14"
"550598","1_8"
"458052","1_14"
"485521","1_3"
"507180","1_3"
"527604","1_6"
"527605","1_6"
"396556","1_5"
"515161","1_16"
"396552","1_5"
"515166","1_1"
"515167","1_16"
"425299","1_11"
"278229","3_2"
"225420","1_8"
"245920","3_6"
"563087","1_12"
"550596","1_8"
"491590","1_5"
"503487","1_8"
"514647","1_12"
"491597","1_12"
"491595","1_27"
"545868","1_2"
"425292","1_11"
"438692","3_2"
"438697","1_2"
"545862","1_3"
"545865","1_6"
"257910","3_6"
"456505","1_15"
"368021","1_1"
"489845","1_15"
"491625","1_4"
"491626","1_5"
"424232","3_20"
"463140","1_5"
"489840","1_13"
"491622","1_3"
"491623","1_11"
"499033","1_13"
"499032","1_23"
"499035","1_12"
"465999","1_2"
"554255","1_23"
"459788","1_1"
"554256","1_17"
"554251","1_6"
"554250","3_6"
"554252","3_1"
"500743","1_5"
"500740","1_2"
"554259","3_6"
"524566","1_6"
"500744","3_20"
"501297","1_5"
"558544","1_14"
"501294","1_4"
"501293","1_5"
"558540","1_11"
"558543","1_3"
"558542","1_3"
"438960","1_5"
"558549","1_14"
"494391","1_2"
"484691","1_27"
"501298","1_5"
"506744","1_5"
"506745","1_18"
"506746","1_18"
"506747","1_16"
"506741","1_23"
"506743","1_18"
"322271","3_1"
"415283","1_12"
"296677","1_12"
"152091","1_3"
"415284","1_12"
"442767","1_2"
"458948","1_6"
"513649","1_14"
"513648","1_18"
"513645","1_3"
"458941","1_5"
"458946","1_11"
"458947","3_6"
"513641","1_5"
"458945","1_3"
"459096","3_2"
"459095","1_5"
"414882","3_2"
"459099","1_3"
"459098","1_18"
"484349","1_1"
"522927","1_1"
"552579","1_7"
"522923","1_1"
"518695","1_9"
"518694","1_2"
"518697","1_3"
"518691","1_9"
"518690","1_7"
"518693","1_11"
"518692","1_13"
"479172","1_7"
"176947","3_1"
"479177","1_13"
"543940","1_6"
"528924","1_6"
"528925","1_3"
"479179","1_11"
"565350","1_3"
"528921","1_12"
"565353","1_11"
"538318","1_11"
"538313","1_2"
"538310","1_2"
"538311","1_23"
"538316","1_1"
"538314","1_15"
"538315","1_11"
"540992","1_15"
"540991","1_10"
"540990","1_5"
"462231","1_14"
"540995","1_1"
"552818","1_6"
"399811","1_1"
"561699","1_6"
"540998","1_8"
"462239","1_27"
"462238","1_6"
"561698","3_6"
"549815","1_3"
"549814","1_6"
"549817","1_1"
"542840","1_15"
"549811","1_11"
"549810","1_4"
"549813","1_6"
"549812","1_6"
"542849","1_15"
"542848","1_6"
"549818","1_9"
"543710","1_23"
"550624","1_15"
"543712","1_6"
"543713","1_8"
"543714","1_4"
"543716","1_23"
"550625","1_9"
"543718","1_6"
"543719","1_14"
"556932","1_4"
"510646","1_11"
"552813","1_3"
"539242","1_8"
"290540","1_3"
"520515","1_18"
"510308","1_23"
"520514","1_16"
"352707","1_9"
"539240","1_6"
"552814","1_13"
"495628","1_14"
"495629","1_8"
"502245","1_13"
"502244","3_23"
"502246","1_13"
"502241","1_14"
"558033","1_23"
"416221","1_3"
"520513","1_11"
"242003","1_1"
"356455","3_7"
"503591","1_12"
"558034","1_13"
"519274","1_23"
"519275","1_1"
"539482","1_1"
"380970","1_11"
"497666","1_13"
"519271","1_17"
"519272","1_11"
"497669","1_13"
"512219","1_6"
"519279","1_5"
"499324","1_2"
"475095","1_10"
"566197","1_6"
"566196","1_6"
"566195","1_14"
"566194","1_2"
"566193","1_17"
"566192","1_11"
"566191","1_1"
"566190","1_6"
"566199","1_6"
"564903","1_2"
"564900","1_9"
"564901","1_27"
"564906","1_9"
"564907","1_3"
"564904","1_15"
"564908","1_6"
"479671","1_15"
"545009","1_1"
"381590","1_16"
"545002","1_1"
"545001","1_5"
"545007","1_18"
"545005","1_7"
"541718","1_2"
"359181","1_1"
"541712","1_6"
"541713","1_17"
"541710","1_8"
"541711","1_7"
"541717","1_1"
"541714","1_6"
"541715","1_3"
"497087","1_11"
"469764","1_1"
"469765","1_1"
"469762","3_2"
"469760","1_15"
"497088","1_6"
"223343","3_6"
"461155","1_12"
"565453","1_11"
"461157","1_12"
"461156","1_14"
"461151","1_6"
"264146","3_6"
"565452","1_23"
"461159","1_11"
"461158","1_6"
"566408","1_27"
"507909","1_6"
"507908","1_3"
"507900","1_3"
"507902","1_16"
"507907","1_11"
"528446","1_4"
"503625","1_12"
"503626","1_8"
"565455","1_23"
"503623","1_12"
"565454","1_6"
"503628","1_12"
"455456","1_15"
"505502","1_17"
"505500","1_17"
"505506","1_17"
"505504","1_17"
"566400","1_2"
"567246","1_3"
"567247","1_6"
"567240","1_14"
"567241","1_6"
"567242","1_18"
"567243","1_12"
"567248","1_6"
"567249","1_3"
"545590","1_23"
"477467","1_2"
"477464","1_2"
"473934","1_14"
"529311","1_15"
"453840","3_2"
"485424","1_3"
"545595","1_6"
"530367","1_1"
"530366","1_9"
"530364","3_8"
"530361","3_6"
"535782","1_17"
"535783","1_6"
"535781","1_14"
"535786","1_11"
"535784","1_5"
"535785","1_5"
"532291","1_6"
"529316","1_3"
"545599","1_6"
"545735","1_3"
"479943","1_1"
"467651","1_2"
"467653","3_2"
"467655","1_2"
"467656","1_3"
"467657","1_3"
"479948","1_1"
"431564","1_1"
"562995","1_6"
"357479","1_1"
"436692","1_3"
"544871","1_11"
"544872","1_9"
"544873","1_1"
"220499","1_16"
"544875","1_2"
"544876","1_9"
"544877","1_11"
"533551","1_6"
"557368","1_5"
"436699","1_3"
"253938","3_1"
"557369","1_17"
"441948","1_3"
"530090","1_16"
"474289","1_6"
"474288","1_11"
"530095","1_14"
"530094","1_2"
"530096","1_3"
"530099","1_6"
"530098","1_14"
"534784","1_1"
"534787","1_2"
"534786","1_6"
"429672","1_4"
"429674","1_4"
"560734","3_6"
"560737","3_6"
"560736","3_2"
"560731","1_3"
"560730","1_6"
"560733","1_2"
"560732","1_2"
"480129","1_6"
"480128","1_17"
"557361","1_9"
"458555","1_8"
"458554","1_8"
"499958","1_18"
"264066","1_3"
"458550","1_8"
"473392","1_2"
"478534","1_12"
"499952","1_9"
"557363","1_3"
"499956","1_4"
"458558","1_8"
"499954","1_15"
"199435","3_3"
"517319","1_9"
"478530","1_9"
"509506","1_12"
"564298","1_3"
"564299","1_1"
"509503","1_2"
"564292","1_11"
"564293","1_3"
"564290","1_17"
"564291","1_6"
"564296","1_6"
"564297","1_11"
"564294","1_12"
"564295","1_6"
"210462","1_6"
"335675","3_2"
"480692","1_6"
"480691","1_8"
"441859","1_11"
"480696","1_23"
"532206","1_6"
"532207","1_6"
"532204","1_3"
"532205","1_3"
"532202","1_3"
"532201","1_8"
"566672","1_6"
"566673","1_3"
"566671","1_8"
"566677","1_4"
"566674","1_17"
"534125","1_6"
"564125","1_15"
"564126","1_3"
"564127","1_3"
"534121","1_3"
"564121","1_11"
"534123","1_6"
"534122","1_6"
"470156","1_17"
"470155","1_17"
"470153","1_2"
"564129","1_1"
"470151","1_9"
"541506","1_6"
"520650","1_6"
"478709","1_3"
"520657","1_11"
"520655","1_2"
"478703","1_27"
"478701","1_3"
"478706","1_3"
"478704","1_5"
"502046","1_13"
"531579","1_11"
"531575","1_4"
"471821","1_6"
"531577","1_23"
"531576","1_18"
"471826","3_2"
"272937","3_6"
"487477","1_8"
"487475","1_15"
"487470","1_3"
"464689","1_16"
"437636","1_3"
"437635","1_11"
"184004","1_5"
"555838","1_3"
"555839","1_2"
"555836","1_3"
"555837","1_1"
"555834","1_1"
"555835","1_6"
"516042","1_1"
"555833","1_23"
"555830","1_6"
"555831","1_15"
"435331","3_6"
"197769","3_2"
"445570","1_13"
"445572","1_13"
"524519","1_3"
"457391","1_11"
"555788","1_17"
"555789","1_6"
"553375","1_13"
"565656","1_6"
"565651","1_27"
"562606","1_6"
"565653","1_27"
"565652","1_12"
"555780","1_2"
"447046","1_1"
"555782","1_2"
"555783","1_6"
"555784","1_3"
"565658","1_18"
"555786","1_6"
"526711","1_2"
"526710","1_1"
"526716","1_1"
"526719","1_7"
"526718","1_11"
"403151","1_1"
"512050","1_10"
"500350","1_13"
"488441","1_12"
"440895","1_11"
"469025","1_2"
"524629","1_3"
"524628","1_11"
"524622","1_1"
"524621","1_6"
"524620","1_1"
"275057","1_18"
"455892","1_6"
"483571","1_12"
"483577","1_2"
"455896","1_5"
"455895","1_5"
"455894","1_4"
"521298","1_3"
"474708","1_3"
"521295","1_15"
"474707","1_23"
"521297","1_6"
"521291","1_7"
"521290","1_6"
"521292","1_3"
"241009","1_5"
"464210","1_15"
"210856","3_1"
"512055","1_5"
"480902","1_15"
"480901","1_11"
"480907","1_3"
"480906","1_6"
"480905","1_3"
"480904","1_23"
"480908","1_11"
"383511","1_11"
"559032","1_12"
"511068","3_7"
"563552","1_11"
"563553","3_6"
"559036","1_6"
"563556","1_6"
"563557","1_11"
"511061","1_15"
"502964","1_1"
"511063","1_16"
"456272","1_8"
"456273","1_2"
"511067","1_6"
"511066","1_27"
"551201","1_4"
"551200","1_12"
"551203","1_6"
"551202","1_18"
"551204","1_13"
"551207","1_4"
"551206","1_1"
"551209","1_1"
"527443","1_1"
"527440","1_6"
"397048","3_2"
"496614","1_6"
"349793","3_2"
"550558","1_12"
"550556","1_1"
"515767","1_6"
"515764","1_3"
"515765","1_17"
"550552","1_6"
"550553","1_6"
"550550","1_1"
"515761","1_11"
"449268","1_15"
"140393","3_2"
"498820","1_23"
"525970","1_12"
"525972","1_6"
"495039","1_4"
"525975","1_5"
"449267","1_15"
"525977","1_12"
"506098","1_5"
"468502","1_9"
"559788","1_12"
"559789","1_7"
"556502","1_3"
"482220","1_5"
"482222","1_27"
"482223","1_3"
"559780","1_9"
"463223","1_11"
"482226","1_6"
"559783","1_6"
"527199","1_5"
"556500","1_3"
"527190","1_9"
"558277","1_9"
"553639","1_5"
"527196","1_1"
"500686","1_8"
"539203","1_6"
"539202","1_6"
"531467","1_6"
"538193","1_2"
"539206","1_2"
"539204","1_3"
"523631","1_6"
"523630","1_10"
"523637","1_15"
"455746","1_8"
"523639","1_23"
"462124","1_2"
"511112","1_6"
"247764","1_3"
"506092","1_15"
"182518","1_6"
"556508","1_9"
"532491","3_8"
"500681","1_8"
"430037","1_8"
"455742","1_8"
"558783","1_6"
"428157","1_15"
"558781","1_1"
"558786","1_9"
"558785","1_14"
"558784","1_8"
"462127","1_11"
"558789","1_7"
"558788","1_6"
"506503","1_11"
"506501","1_23"
"506507","1_3"
"506504","1_11"
"506505","1_5"
"439890","1_6"
"140939","3_3"
"546129","1_17"
"539488","1_2"
"546126","1_17"
"546127","1_11"
"546120","1_6"
"546122","1_9"
"440305","1_1"
"484106","1_2"
"484105","1_2"
"484103","1_3"
"484102","1_16"
"400116","1_3"
"484109","1_6"
"442790","1_6"
"562387","1_6"
"562383","1_5"
"562380","1_1"
"442797","1_6"
"457631","1_12"
"555006","1_6"
"457633","1_12"
"555004","1_11"
